symbol,company,series,arm,last_close,market_cap_cr,median_turnover_cr,min_turnover_cr,median_trades,median_volume,band_pct,circuit_days,circuit_frac,sessions_seen,sessions_traded,listing_date,listing_age_days,in_index_universe,mcap_pending,last_date,gsm_stage,asm,exclude_reason,gate_reason
CAPITALSFB,Capital Small Finance Bank Limited,EQ,,292.0,1328.0,1.444,0.456,1286.0,48156.0,20.0,0,0.0,25,25,2024-02-14,891.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,,2467.1,19293.0,31.2,13.9,15531.0,119270.0,20.0,0,0.0,25,25,2014-06-23,4414.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CAPTRUST,Capital Trust Limited,EQ,price,14.65,,0.072,0.006,127.5,48146.0,5.0,4,0.4,10,10,2017-01-16,3476.0,False,False,2026-07-24,,,"5% circuit band — cannot exit on bad news; illiquid: Rs7 lakh median daily turnover (floor Rs50 lakh); only 127 trades/day median — one operator's book, not a market; closed at circuit on 40% of sessions — a stop cannot fill in a locked market","5% circuit band — cannot exit on bad news; illiquid: Rs7 lakh median daily turnover (floor Rs50 lakh); only 127 trades/day median — one operator's book, not a market; closed at circuit on 40% of sessions — a stop cannot fill in a locked market"
CARBORUNIV,Carborundum Universal Limited,EQ,,1064.3,20274.0,17.148,8.076,15422.0,145242.0,20.0,0,0.0,25,25,1996-04-03,11069.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CARERATING,CARE Ratings Limited,EQ,,1680.0,5055.0,5.035,1.725,4185.0,29939.0,20.0,0,0.0,25,25,2012-12-26,4958.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CARRARO,Carraro India Limited,EQ,,534.0,3036.0,7.949,2.551,7535.0,150117.0,20.0,0,0.0,25,25,2024-12-30,571.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CARTRADE,Cartrade Tech Limited,EQ,,2656.4,12964.0,105.331,64.027,35605.0,382280.0,20.0,0,0.0,25,25,2021-08-20,1799.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CARYSIL,CARYSIL LIMITED,EQ,,1125.7,3202.0,9.027,2.646,5969.0,77310.0,20.0,0,0.0,25,25,2021-01-14,2017.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CASHIETF,,,,1072.47,,22.292,6.311,147.0,208851.0,5.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; only 147 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; only 147 trades/day median — one operator's book, not a market"
CASTROLIND,Castrol India Limited,EQ,,184.79,18278.0,18.274,10.981,13913.0,988700.0,20.0,0,0.0,25,25,2014-03-14,4515.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CCAVENUE,AvenuesAI Limited,EQ,,16.34,5697.0,22.872,7.302,17394.0,13456285.0,20.0,0,0.0,25,25,2016-04-04,3763.0,True,False,2026-07-24,,,"not penny/nano — too big on both arms: a Rs16 share of a Rs5,697 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",
CCCL,Consolidated Construction Consortium Limited,EQ,price,15.88,,0.429,0.195,940.0,259632.0,20.0,0,0.0,25,25,2007-10-15,6857.0,False,False,2026-07-24,,,illiquid: Rs43 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs43 lakh median daily turnover (floor Rs50 lakh)
CCHHL,Country Club Hospitality & Holidays Limited,EQ,price,12.74,,0.02,0.006,134.0,15987.0,20.0,0,0.0,25,25,2015-02-03,4189.0,False,False,2026-07-24,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 134 trades/day median — one operator's book, not a market","illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 134 trades/day median — one operator's book, not a market"
CCL,CCL Products (India) Limited,EQ,,1183.6,15804.0,17.842,6.321,15134.0,145875.0,20.0,0,0.0,25,25,2004-06-07,8082.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CDSL,Central Depository Services (India) Limited,EQ,,1333.1,28228.0,196.221,125.437,49437.0,1462201.0,,0,0.0,25,25,2017-06-30,3311.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CEATLTD,CEAT Limited,EQ,,3328.6,15369.0,48.123,22.413,19533.0,133764.0,20.0,0,0.0,25,25,2008-02-01,6748.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CEIGALL,Ceigall India Limited,EQ,,337.1,5869.0,15.214,5.671,10561.0,401293.0,10.0,0,0.0,25,25,2024-08-08,715.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CEINSYS,Ceinsys Tech Limited,EQ,,870.05,1822.0,3.706,2.163,2404.0,40839.0,20.0,0,0.0,25,25,2026-02-19,155.0,False,False,2026-07-24,,,"listed 155d ago — under a year of history, no trend to read","listed 155d ago — under a year of history, no trend to read"
CELEBRITY,Celebrity Fashions Limited,EQ,price,7.04,,0.014,0.003,114.0,17806.0,20.0,0,0.0,25,25,2006-01-12,7498.0,False,False,2026-07-24,0.0,,"GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 114 trades/day median — one operator's book, not a market","GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 114 trades/day median — one operator's book, not a market"
CELLO,Cello World Limited,EQ,,344.3,8103.0,8.199,3.019,11151.0,223025.0,20.0,0,0.0,25,25,2023-11-06,991.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CEMPRO,Cemindia Projects Limited,EQ,,1441.0,24755.0,85.927,32.122,19487.0,574763.0,5.0,6,0.24,25,25,1999-02-10,10026.0,True,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; closed at circuit on 24% of sessions — a stop cannot fill in a locked market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; closed at circuit on 24% of sessions — a stop cannot fill in a locked market"
CENTENKA,Century Enka Limited,EQ,,574.2,1255.0,2.061,0.707,1570.0,38212.0,20.0,0,0.0,25,25,1995-05-10,11398.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CENTEXT,Century Extrusions Limited,EQ,price,18.95,,0.126,0.031,464.0,62884.0,20.0,0,0.0,25,25,2004-07-20,8039.0,False,False,2026-07-24,,,illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh)
CENTRALBK,Central Bank of India,EQ,,31.03,28086.0,30.414,12.753,19890.0,9530629.0,20.0,0,0.0,25,25,2007-08-21,6912.0,True,False,2026-07-24,,,"not penny/nano — too big on both arms: a Rs31 share of a Rs28,086 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",
CENTRUM,Centrum Capital Limited,EQ,price,23.66,1152.0,0.721,0.177,1324.0,290408.0,20.0,1,0.04,25,25,2018-04-04,3033.0,False,False,2026-07-24,,,,
CENTUM,Centum Electronics Limited,EQ,,3593.8,5304.0,11.7,5.51,7157.0,32549.0,20.0,0,0.0,25,25,2007-10-05,6867.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CENTURYPLY,Century Plyboards (India) Limited,EQ,,792.2,17221.0,2.676,1.247,4658.0,34546.0,20.0,0,0.0,25,25,2006-03-23,7428.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CERA,Cera Sanitaryware Limited,EQ,,6017.0,8332.0,5.264,1.964,2735.0,8626.0,20.0,0,0.0,25,25,2007-11-02,6839.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CESC,CESC Limited,EQ,,163.18,22495.0,17.934,7.347,17211.0,1065513.0,20.0,0,0.0,25,25,1995-02-08,11489.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CEWATER,Concord Enviro Systems Limited,EQ,mcap,298.35,617.0,4.324,1.086,5212.0,135336.0,20.0,0,0.0,25,25,2024-12-27,574.0,False,False,2026-07-24,,,,
CGCL,Capri Global Capital Limited,EQ,,238.23,22502.0,73.64,26.451,21973.0,3216886.0,20.0,0,0.0,25,25,2010-10-29,5747.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CGPOWER,CG Power and Industrial Solutions Limited,EQ,,867.7,136664.0,322.385,189.642,71737.0,3489753.0,,0,0.0,25,25,1995-03-01,11468.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CHALET,Chalet Hotels Limited,EQ,,814.4,17835.0,9.336,2.932,9721.0,116718.0,20.0,0,0.0,25,25,2019-02-07,2724.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,,431.0,19293.0,18.625,8.963,13124.0,409736.0,20.0,0,0.0,25,25,1995-06-14,11363.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CHEMCON,Chemcon Speciality Chemicals Limited,BE,,189.1,,0.937,0.855,1607.0,48579.0,5.0,1,0.2,5,5,2020-10-01,2122.0,False,False,2026-06-25,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news
CHEMICAL,,,price,30.18,,1.587,0.655,1013.0,528168.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
CHEMPLASTS,Chemplast Sanmar Limited,EQ,,202.29,3198.0,4.613,2.383,5420.0,226203.0,20.0,0,0.0,25,25,2021-08-24,1795.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,,1214.8,18090.0,125.747,36.526,37012.0,1122447.0,20.0,0,0.0,25,25,2000-06-07,9543.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CHEVIOT,Cheviot Company Limited,EQ,,1153.6,,0.169,0.048,188.0,1498.0,20.0,0,0.0,25,25,2022-06-20,1495.0,False,False,2026-07-24,,,"illiquid: Rs17 lakh median daily turnover (floor Rs50 lakh); only 188 trades/day median — one operator's book, not a market","illiquid: Rs17 lakh median daily turnover (floor Rs50 lakh); only 188 trades/day median — one operator's book, not a market"
CHOICEGOLD,,,,141.55,,0.082,0.02,132.0,5886.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 132 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 132 trades/day median — one operator's book, not a market"
CHOICEIN,Choice International Limited,EQ,,797.15,17823.0,67.968,21.457,13259.0,868666.0,20.0,0,0.0,25,25,2022-04-08,1568.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,,1724.4,147032.0,230.253,114.929,56166.0,1291022.0,,0,0.0,25,25,1996-05-15,11027.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,,1516.7,31432.0,20.861,8.519,16072.0,134355.0,20.0,0,0.0,25,25,2017-09-25,3224.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CIEINDIA,CIE Automotive India Limited,EQ,,413.75,17870.0,9.104,4.269,11273.0,193666.0,20.0,0,0.0,25,25,2007-08-30,6903.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CIFL,Capital India Finance Limited,EQ,price,20.05,,0.168,0.026,482.0,73381.0,20.0,0,0.0,25,25,2025-04-17,463.0,False,False,2026-07-24,,,illiquid: Rs17 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs17 lakh median daily turnover (floor Rs50 lakh)
CINELINE,Cineline India Limited,EQ,price,86.71,,0.132,0.024,243.0,16471.0,20.0,0,0.0,25,25,2012-06-13,5154.0,False,False,2026-07-24,,,"illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh); only 243 trades/day median — one operator's book, not a market","illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh); only 243 trades/day median — one operator's book, not a market"
CINEVISTA,Cinevista Limited,EQ,price,15.29,,0.029,0.001,148.0,18955.0,20.0,0,0.0,25,25,2000-05-02,9579.0,False,False,2026-07-24,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 148 trades/day median — one operator's book, not a market","illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 148 trades/day median — one operator's book, not a market"
CIPLA,Cipla Limited,EQ,,1410.6,113955.0,176.567,81.599,61639.0,1221695.0,,0,0.0,25,25,1995-02-08,11489.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CLEAN,Clean Science and Technology Limited,EQ,,721.0,8219.0,15.337,8.386,13791.0,196771.0,20.0,0,0.0,25,25,2021-07-19,1831.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CLEANMAX,Clean Max Enviro Energy Solutions Limited,EQ,,1456.9,17102.0,23.546,6.399,16802.0,177032.0,20.0,0,0.0,25,25,2026-03-02,144.0,False,False,2026-07-24,,,"listed 144d ago — under a year of history, no trend to read","listed 144d ago — under a year of history, no trend to read"
CLSEL,Chaman Lal Setia Exports Limited,EQ,,279.8,1391.0,1.545,0.35,1724.0,55652.0,20.0,0,0.0,25,25,2021-05-12,1899.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CMLL,Caliber Mining and Logistics Limited,EQ,,528.2,3453.0,1157.25,1157.25,372412.0,23156167.0,20.0,1,1.0,1,1,2026-07-24,0.0,False,False,2026-07-24,,,"listed 0d ago — under a year of history, no trend to read; closed at circuit on 100% of sessions — a stop cannot fill in a locked market","listed 0d ago — under a year of history, no trend to read; closed at circuit on 100% of sessions — a stop cannot fill in a locked market"
CMPDI,Central Mine Planning & Design Institute Limited,EQ,,248.43,17767.0,80.861,30.879,41186.0,2941979.0,20.0,0,0.0,25,25,2026-03-30,116.0,False,False,2026-07-24,,,"listed 116d ago — under a year of history, no trend to read","listed 116d ago — under a year of history, no trend to read"
CMRGREEN,CMR Green Technologies Limited,EQ,,218.05,4781.0,33.006,9.025,15353.0,1413756.0,10.0,0,0.0,25,25,2026-06-10,44.0,False,False,2026-07-24,,,"listed 44d ago — under a year of history, no trend to read","listed 44d ago — under a year of history, no trend to read"
CMSINFO,CMS Info Systems Limited,EQ,,273.9,4530.0,14.268,7.927,14401.0,525218.0,20.0,0,0.0,25,25,2021-12-31,1666.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CNL,Creative Newtech Limited,EQ,,987.0,1482.0,2.612,0.594,2104.0,29113.0,20.0,0,0.0,25,25,2019-08-05,2545.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
COALINDIA,Coal India Limited,EQ,,427.4,263395.0,215.541,123.418,61301.0,4941315.0,,0,0.0,25,25,2010-11-04,5741.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
COASTCORP,Coastal Corporation Limited,EQ,price,49.93,,0.426,0.128,1149.0,84500.0,20.0,0,0.0,25,25,2021-10-08,1750.0,False,False,2026-07-24,,,illiquid: Rs43 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs43 lakh median daily turnover (floor Rs50 lakh)
COCHINSHIP,Cochin Shipyard Limited,EQ,,1392.4,40096.0,165.818,52.468,41734.0,1139188.0,,0,0.0,25,25,2017-08-11,3269.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
COCKERILL,John Cockerill India Limited,EQ,,8937.5,4413.0,6.188,2.342,2229.0,6920.0,10.0,1,0.04,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read","listed 95d ago — under a year of history, no trend to read"
COFORGE,Coforge Limited,EQ,,1484.7,62952.0,444.147,150.183,98773.0,2927353.0,,0,0.0,25,25,2004-08-30,7998.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
COHANCE,Cohance Lifesciences Limited,EQ,,417.1,17388.0,21.576,9.331,17798.0,472715.0,20.0,0,0.0,25,25,2020-03-09,2328.0,True,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging"
COLPAL,Colgate Palmolive (India) Limited,EQ,,2086.1,55675.0,55.766,24.444,22757.0,271151.0,,0,0.0,25,25,2007-12-17,6794.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
COMFINTE,Comfort Intech Limited,EQ,price,5.44,,0.072,0.035,427.0,122652.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs7 lakh median daily turnover (floor Rs50 lakh)","listed 95d ago — under a year of history, no trend to read; illiquid: Rs7 lakh median daily turnover (floor Rs50 lakh)"
COMMOIETF,,,price,99.62,,0.507,0.258,865.0,50711.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
COMPUSOFT,Compucom Software Limited,EQ,price,13.33,,0.026,0.008,161.0,19449.0,20.0,0,0.0,25,25,2012-03-02,5257.0,False,False,2026-07-24,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 161 trades/day median — one operator's book, not a market","illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 161 trades/day median — one operator's book, not a market"
COMSYN,Commercial Syn Bags Limited,EQ,mcap,178.52,720.0,4.265,0.123,2463.0,247053.0,20.0,0,0.0,25,25,2024-01-23,913.0,False,False,2026-07-24,,,,
CONCOR,Container Corporation of India Limited,EQ,,477.55,37182.0,70.811,21.949,24558.0,1503227.0,,0,0.0,25,25,1997-05-07,10670.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CONCORDBIO,Concord Biotech Limited,EQ,,1248.5,13338.0,12.017,4.298,10584.0,92023.0,20.0,0,0.0,25,25,2023-08-18,1071.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CONFIPET,Confidence Petroleum India Limited,EQ,price,78.3,2601.0,15.625,6.55,10834.0,2135928.0,10.0,0,0.0,25,25,2019-06-13,2598.0,False,False,2026-07-24,,,,
CONS,,,price,12.08,,0.057,0.006,113.0,47211.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 113 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 113 trades/day median — one operator's book, not a market"
CONSOFINVT,Consolidated Finvest & Holdings Limited,BE,,290.91,,0.197,0.057,275.0,8766.0,5.0,3,0.13,23,23,2005-03-29,7787.0,False,False,2026-07-22,,,"series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs20 lakh median daily turnover (floor Rs50 lakh); only 275 trades/day median — one operator's book, not a market","series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs20 lakh median daily turnover (floor Rs50 lakh); only 275 trades/day median — one operator's book, not a market"
CONSUMAXIS,,,,120.3,,0.015,0.004,25.5,1224.5,20.0,0,0.0,16,16,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 25 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 25 trades/day median — one operator's book, not a market"
CONSUMBEES,,,,130.19,,1.096,0.578,957.0,83688.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
CONSUMER,,,price,11.6,,0.323,0.096,340.0,274380.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs32 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs32 lakh median daily turnover (floor Rs50 lakh)
CONSUMIETF,,,,121.14,,0.135,0.022,230.0,11156.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs14 lakh median daily turnover (floor Rs50 lakh); only 230 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs14 lakh median daily turnover (floor Rs50 lakh); only 230 trades/day median — one operator's book, not a market"
CONTROLPR,Control Print Limited,EQ,mcap,590.55,945.0,1.627,0.585,1982.0,25270.0,20.0,0,0.0,25,25,2016-06-24,3682.0,False,False,2026-07-24,,,,
CORALFINAC,Coral India Finance & Housing Limited,EQ,price,32.5,,0.035,0.005,256.0,10673.0,20.0,0,0.0,25,25,1996-03-25,11078.0,False,False,2026-07-24,,,"illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 256 trades/day median — one operator's book, not a market","illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 256 trades/day median — one operator's book, not a market"
CORDELIA,Waterways Leisure Tourism Limited,EQ,,806.4,5820.0,83.537,17.771,26465.5,1080711.5,10.0,3,0.167,18,18,2026-07-01,23.0,False,False,2026-07-24,,,"listed 23d ago — under a year of history, no trend to read","listed 23d ago — under a year of history, no trend to read"
COROMANDEL,Coromandel International Limited,EQ,,1980.8,60015.0,36.013,11.76,25599.0,180422.0,20.0,0,0.0,25,25,1995-05-31,11377.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CORONA,CORONA Remedies Limited,EQ,,2113.0,12464.0,5.441,2.09,5465.0,26295.0,20.0,0,0.0,25,25,2025-12-15,221.0,True,False,2026-07-24,,,"listed 221d ago — under a year of history, no trend to read","listed 221d ago — under a year of history, no trend to read"
COSMOFIRST,COSMO FIRST LIMITED,EQ,,881.0,2313.0,7.612,1.932,5140.0,91183.0,20.0,0,0.0,25,25,1995-05-25,11383.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
COUNCODOS,Country Condo's Limited,EQ,price,6.4,,0.039,0.005,197.0,59707.0,10.0,2,0.08,25,25,2009-01-22,6392.0,False,False,2026-07-24,,LT Stage II,"ASM LT Stage II — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 197 trades/day median — one operator's book, not a market","ASM LT Stage II — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 197 trades/day median — one operator's book, not a market"
CPEDU,Career Point Edutech Limited,EQ,,186.47,,0.104,0.011,187.0,5339.0,20.0,0,0.0,25,25,2025-09-05,322.0,False,False,2026-07-24,,,"listed 322d ago — under a year of history, no trend to read; illiquid: Rs10 lakh median daily turnover (floor Rs50 lakh); only 187 trades/day median — one operator's book, not a market","listed 322d ago — under a year of history, no trend to read; illiquid: Rs10 lakh median daily turnover (floor Rs50 lakh); only 187 trades/day median — one operator's book, not a market"
CPL,Captain Polyplast Limited,EQ,price,69.84,,0.127,0.111,339.0,18032.5,20.0,0,0.0,2,2,2026-07-23,1.0,False,False,2026-07-24,,,"listed 1d ago — under a year of history, no trend to read; illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh)","listed 1d ago — under a year of history, no trend to read; illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh)"
CPPLUS,Aditya Infotech Limited,EQ,,3543.4,42289.0,70.315,43.922,19828.0,194110.0,5.0,0,0.0,25,25,2025-08-05,353.0,True,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; listed 353d ago — under a year of history, no trend to read","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; listed 353d ago — under a year of history, no trend to read"
CPSEETF,,,price,96.23,,7.738,3.708,7107.0,787296.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
CRAFTSMAN,Craftsman Automation Limited,EQ,,9284.0,24282.0,44.78,15.513,13916.0,48761.0,20.0,0,0.0,25,25,2021-03-25,1947.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CRAMC,Canara Robeco Asset Management Company Limited,EQ,,259.95,5184.0,8.792,3.297,9558.0,347767.0,20.0,0,0.0,25,25,2025-10-16,281.0,True,False,2026-07-24,,,"listed 281d ago — under a year of history, no trend to read","listed 281d ago — under a year of history, no trend to read"
CREATIVEYE,Creative Eye Limited,EQ,price,6.66,,0.006,0.001,68.0,9169.0,20.0,0,0.0,25,25,2000-12-20,9347.0,False,False,2026-07-24,,,"illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 68 trades/day median — one operator's book, not a market","illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 68 trades/day median — one operator's book, not a market"
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,,1517.6,24959.0,41.004,13.998,27788.0,285310.0,20.0,0,0.0,25,25,2018-08-23,2892.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CREST,Crest Ventures Limited,EQ,,377.7,,0.174,0.019,123.0,4727.0,20.0,0,0.0,25,25,2006-12-27,7149.0,False,False,2026-07-24,,,"illiquid: Rs17 lakh median daily turnover (floor Rs50 lakh); only 123 trades/day median — one operator's book, not a market","illiquid: Rs17 lakh median daily turnover (floor Rs50 lakh); only 123 trades/day median — one operator's book, not a market"
CRISIL,Crisil Limited,EQ,,4347.2,29378.0,24.798,9.339,13747.0,61318.0,20.0,0,0.0,25,25,1995-06-28,11349.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
